시도,시군구,읍면,동리,단지코드,단지명,단지분류,법정동주소,우편번호,도로명주소,분양형태,사용승인일,가입일,동수,세대수,분양세대수,임대세대수,임대세대수(공공),임대세대수(민간),관리방식,난방방식,복도유형,시공사,시행사,주택관리업자,주택관리업자 사업자등록번호,일반관리-관리방식,일반관리-인원,경비관리-관리방식,경비관리-인원,경비관리-계약업체,청소관리-관리방식,청소관리-인원,청소관리-계약업체,음식물 처리방법,소독관리-관리방식,소독관리-계약업체,연간소독횟수,소독방법,건물구조,전기-수전용량,전기-세대전기계약방식,전기안전관리자선임여부,화재수신반방식,급수방식,승강기관리-관리방식,승강기(승객용),승강기(화물용),승강기(승객+화물),승강기(장애인),승강기(비상용),승강기(기타),총주차대수,지상주차대수,지하주차대수,CCTV대수,홈네트워크,긴급자동차 출입가능한 출입문,선택한출입문의 주차관제시스템,긴급전용번호판자동인식여부,긴급자동차 출입방법,긴급자동차 즉시통과,관리사무소 주소,관리사무소 연락처,관리사무소 팩스,부대복리시설,최고층수,최고층수(건축물대장상),지하층수,차량보유대수(전체),차량보유대수(전기차),전기충전기설치여부(지상),전기충전기설치여부(지하),전기차전용주차면수(지상),전기차전용주차면수(지하),외부인개방여부(지상),외부인개방여부(지하),이용가능시작시간(지상),이용가능시작시간(지하),이용종료시작시간(지상),이용종료시작시간(지하),전기차충전시설(상세),전기차 충전시설 설치대수(지상),전기차 충전시설 설치대수(지하),입주편의시설
부산광역시,사하구,,다대동,A60476604,다대코오롱아파트(코오롱맨션),아파트,부산광역시 사하구 다대동 37 다대코오롱아파트(코오롱맨션),49518,부산광역시 사하구 다송로 36,분양,19880725,20090511,9,520,520,0,0,0,자치관리,개별난방,계단식,코오롱건설,코오롱건설, ,,자치관리,4,위탁관리,4,(주)듀델코리아,위탁관리,2,태영개발주식회사,음식물쓰레기종량제,위탁관리,도시환경,3,"도포식,분무식,기구부착식",철근콘크리트구조,5,단일계약,기타,P형,부스타방식,,,0,0,0,0,0,328,328,0,48,무,정문,무,,,가능,부산광역시 사하구 다송로 36 다대코오롱아파트,512632643,512632645,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",5,5,0,0,0,미설치,미설치,0,0,,,시 분,시 분,시 분,시 분,,,,있음
부산광역시,사하구,,다대동,A60472901,다대푸르지오,아파트,부산광역시 사하구 다대동 1667 다대푸르지오,49492,부산광역시 사하구 윤공단로 123,분양,20120928,20121016,15,972,972,0,0,0,위탁관리,개별난방,계단식,(주)대우건설,다대1주공아파트 재건축정비사업,(주)명건,6078135065,위탁관리,7,위탁관리,8,(주)명건,위탁관리,10,(주)명건,음식물쓰레기종량제,위탁관리,(주)구구환경공사,3,"도포식,분무식",철근콘크리트구조,5750,단일계약,상주선임,R형,부스타방식,위탁관리,22,0,0,0,0,0,1329,41,1288,256,유,정문,유,여,,가능,부산시 사하구 윤공단로123번길(다대동924번지),512652600,512652211,"관리사무소, 노인정, 보육시설, 문고, 주민공동시설, 어린이놀이터, 자전거보관소",29,29,2,1428,5,미설치,설치,0,27,,입주민전용,시 분,0시 0분,시 분,23시 59분,◆1◆|지하|벽부형충전기|AC단상 5핀|완속|27|파워큐브코리아|,0,27,있음
부산광역시,사하구,,다대동,A60475509,다대푸른아파트,아파트,부산광역시 사하구 다대동 1548-13 다대푸른아파트,49504,부산광역시 사하구 다대낙조2길 11,분양,19960627,20090511,4,640,640,0,0,0,자치관리,개별난방,복도식,(주)백일건설,부산 도시개발공사, ,,자치관리,5,위탁관리,8,경성종합관리,위탁관리,4,경성종합관리,음식물쓰레기종량제,위탁관리,신일방역,3,분무식,철근콘크리트구조,1110,종합계약,위탁선임,P형,부스타방식,위탁관리,8,0,0,0,0,0,311,276,35,32,무,정문,무,,,가능,부산광역시 사하구 다대동 1548 - 13 다대푸른아파트,512656958,512653943,"관리사무소, 노인정, 주민공동시설, 어린이놀이터",21,21,1,487,6,설치,미설치,6,0,입주민전용,,0시 0분,,24시 0분,,"◆1◆|지상|스탠드형충전기|AC단상 5핀|완속|3|차지비|,◆2◆|지상|스탠드형충전기|AC단상 5핀|완속|3|(주)LG유플러스|",6,0,없음
부산광역시,사하구,,다대동,A60474307,다대해송아파트,아파트,"부산광역시 사하구 다대동 113-11,부산광역시 사하구 다대동 113-14 다대해송아파트",49490,부산광역시 사하구 다대로 470,분양,19911206,20090511,9,714,714,0,0,0,자치관리,개별난방,복도식,부산도시개발공사,부산도시개발공사, ,,자치관리,5,위탁관리,9,(주)삼성티엠에스,위탁관리,4,(주)삼성티엠에스,거점장비수거방식,위탁관리(직영+위탁),미래아이환경,8,분무식,철근콘크리트구조,2100,단일계약,상주선임,P형,고가수조식,위탁관리,11,0,0,0,0,0,306,260,46,69,무,정문,무,,,가능,부산시 사하구 다대로 470,512643281,512652573,"관리사무소, 노인정, 어린이놀이터, 휴게시설",15,15,1,370,5,미설치,설치,0,4,,외부인허용,,1시 0분,,23시 0분,◆1◆|지하|벽부형충전기|AC단상 5핀|완속|4|(주)파위큐브코리아|,0,4,없음
부산광역시,사하구,,다대동,A60475612,다대현대아파트,아파트,부산광역시 사하구 다대동 120-1 다대현대아파트,49520,부산광역시 사하구 다대로 473,분양,19930909,20090511,15,2181,2181,0,0,0,위탁관리,중앙난방,계단식,현대건설,삼미금속,우리관리(주),1148123107,위탁관리,20,위탁관리,36,(주)비앤에이서비스,위탁관리,16,,음식물쓰레기종량제,위탁관리,,4,-,철근콘크리트구조,6750,단일계약,상주선임,P형,고가수조식,위탁관리,42,0,0,0,0,0,2029,835,1194,207,무,정문,유,부,관리자 등이 긴급자동차임을 확인한 후 차단기를 수동으로 개방해 주는 경우,불가능,부산광역시 사하구 다대2동 120-1 다대현대아파트,512617251,512663637,"관리사무소, 노인정, 어린이놀이터",25,25,1,2724,25,미설치,설치,0,20,,입주민전용,시 분,0시 0분,시 분,23시 59분,"◆1◆|지하|벽부형충전기|AC단상 5핀|완속|10|이지차저|,◆2◆|지하|스탠드형충전기|AC단상 5핀|완속|6|한전|,◆3◆|지하|스탠드형충전기|AC3상 7핀|급속|2|한전|,◆4◆|지하|스탠드형충전기|DC차데모 10핀|급속|1|한전|,◆5◆|지하|스탠드형충전기|DC콤보 7핀|급속|1|한전|",0,20,없음
부산광역시,사하구,,다대동,A60474204,대건아파트,아파트,부산광역시 사하구 다대동 930 대건아파트,49492,부산광역시 사하구 윤공단로 103,분양,19910208,20090511,11,417,417,0,0,0,위탁관리,개별난방,계단식,석원건설(주),석원건설(주),(주)삼성티엠에스,6078138188,위탁관리,3,위탁관리,3,삼성티엠에스,위탁관리,1,,음식물쓰레기종량제,위탁관리,,3,분무식,철근콘크리트구조,0,기타,기타,기타,부스타방식,,,0,0,0,0,0,295,295,0,16,무,정문,무,,,가능,부산광역시 사하구 윤공단로 103,512617253,512617254,"관리사무소, 노인정, 어린이놀이터",4,4,0,350,0,미설치,미설치,0,0,,,시 분,시 분,시 분,시 분,,,,없음
부산광역시,사하구,,다대동,A60475411,도개공다대4지구영구임대아파트,아파트,부산광역시 사하구 다대동 96-1 도개공다대4지구영구임대아파트,49516,부산광역시 사하구 다송로 59,임대,19950622,20090511,10,1920,0,1920,1920,0,자치관리,중앙난방,복도식,삼성물산건설부문,부산도시공사, ,,자치관리,15,위탁관리,16,(주)에스코아,위탁관리,6,,차량수거방식,위탁관리,,9,분무식,철근콘크리트구조,2850,단일계약,상주선임,R형,고가수조식,위탁관리,20,0,0,0,0,0,250,250,0,83,무,정문,무,,,가능,부산광역시 사하구 다송로 59,512612316,512612317,"관리사무소, 노인정, 보육시설, 주민공동시설, 어린이놀이터, 휴게시설, 유치원, 커뮤니티공간",25,25,1,169,0,미설치,미설치,0,0,,,,,,,,,,없음
부산광역시,사하구,,다대동,A60475401,도시두송아파트,아파트,부산광역시 사하구 다대동 96 도시두송아파트,49516,부산광역시 사하구 다대로381번길 105,혼합,19980626,20090511,2,260,130,130,130,0,위탁관리,개별난방,혼합식,정우종합건설(주),부산도시공사,남부공영(주),6078121523,위탁관리,3,위탁관리,4,(주)명가종합관리,위탁관리,2,,음식물쓰레기종량제,위탁관리,,4,분무식,철근콘크리트구조,660,단일계약,위탁선임,P형,고가수조식,위탁관리,0,0,0,0,5,0,117,72,45,30,무,정문,무,,,가능,부산광역시 사하구 다대로 381번길105,512644493,512663516,"관리사무소, 노인정, 주민공동시설, 어린이놀이터, 휴게시설",22,22,0,188,2,미설치,설치,0,3,입주민전용,입주민전용,,0시 0분,,23시 0분,◆1◆|지하|벽부형충전기|직접입력|완속|3|(주)골든하이테크|,0,3,없음
부산광역시,사하구,,다대동,A60482708,성원아파트,아파트,부산광역시 사하구 다대동 1552-19 성원아파트,49507,부산광역시 사하구 다대낙조1길 42,분양,19980926,20090511,4,546,546,0,0,0,자치관리,개별난방,계단식,성원건설,성원건설, ,,자치관리,7,자치관리,6,,자치관리,5,,차량수거방식,위탁관리,,4,분무식,철근콘크리트구조,1700,종합계약,상주선임,P형,고가수조식,위탁관리,11,0,0,0,0,0,987,410,577,74,무,정문,무,,,가능,부산시 사하구 다대낙조1길 42,512642820,519762821,"관리사무소, 노인정, 어린이놀이터",25,25,2,0,0,설치,미설치,20,0,,,0시 0분,시 분,24시 0분,시 분,◆1◆|지상|스탠드형충전기|AC단상 5핀|완속|20|엘지텔레콤|,20,0,없음
부산광역시,사하구,,다대동,A60475305,신다대아파트,아파트,"부산광역시 사하구 다대동 113,부산광역시 사하구 다대동 113-6 신다대아파트",49490,부산광역시 사하구 다대로 400,분양,19911222,20090511,5,570,570,0,0,0,위탁관리,개별난방,복도식,도시개발공사,도시개발공사,(주)명건,6078135065,위탁관리,4,위탁관리,4,(주)코스텍,위탁관리,2,,차량수거방식,위탁관리,,4,분무식,철근콘크리트구조,700,종합계약,위탁선임,P형,부스타방식,위탁관리,6,0,0,0,0,0,162,142,20,32,무,정문,무,,,가능,부산 사하구 다대로394,519933283,512653893,"관리사무소, 노인정",15,15,1,289,0,미설치,미설치,0,0,입주민전용,입주민전용,시 분,시 분,시 분,시 분,,,,없음
부산광역시,사하구,,다대동,A60482502,영동비치타워,주상복합,부산광역시 사하구 다대동 820-1 영동비치타워,49522,부산광역시 사하구 다대동로 30,분양,20051021,20090511,1,280,280,0,0,0,위탁관리,개별난방,혼합식,(주)영동건설,부산시 수산업협동조합,(주)하나티엠,6058124811,위탁관리,3,위탁관리,4,(주)신우시스템,위탁관리,2,,차량수거방식,위탁관리,,5,분무식,철근콘크리트구조,1700,종합계약,상주선임,R형,부스타방식,위탁관리,4,0,0,2,0,0,280,280,0,45,무,정문,유,여,,가능,부산시 사하구 다대동로 30번길,512666638,512666657,"관리사무소, 노인정, 주민공동시설, 자전거보관소",35,35,2,250,20,설치,미설치,9,0,,,1시 1분,,24시 59분,,◆1◆|지상|벽부형충전기|AC단상 5핀|완속|9|파워큐브코리아|,9,0,있음
부산광역시,사하구,,다대동,A10021113,우신아파트,아파트,부산광역시 사하구 다대동 960- 우신아파트,,,분양,19861212,20241212,10,237,237,0,0,0,자치관리,개별난방,계단식,우신종합건설,우신종합건설, ,,자치관리,1,자치관리,,,위탁관리,0,대성환경,음식물쓰레기종량제,자치관리,,4,분무식,철골콘크리트구조,70,단일계약,선정안함,기타,고가수조식,,0,0,0,0,0,0,147,147,0,16,무,정문,무,,,가능,부산시 사하구 윤공단로17번길 29,512630540,512614077,"관리사무소, 노인정, 어린이놀이터",3,,0,128,0,설치,미설치,0,0,,,24시 0분,시 분,24시 0분,시 분,◆1◆|지상|스탠드형충전기|AC3상 7핀|완속|2|지에스차비지(주)|,2,0,없음
부산광역시,사하구,,구평동,A10026651,e-편한세상 사하2차 아파트,아파트,부산광역시 사하구 구평동 518 e-편한세상 사하2차 아파트,49459,부산광역시 사하구 서포로30번길 12,분양,20171031,20171211,8,946,946,0,0,0,위탁관리,개별난방,계단식,대림산업,(주)복성개발산업,(주)하나종합관리,6088146774,위탁관리,8,위탁관리,6,(주)에스원,위탁관리,11,(주)하나종합관리,음식물쓰레기종량제,위탁관리,대성실업,3,-,철근콘크리트구조,3900,단일계약,상주선임,R형,부스타방식,위탁관리,22,0,0,0,0,0,1004,0,1004,346,유,후문,유,부,관리자 등이 긴급자동차임을 확인한 후 차단기를 수동으로 개방해 주는 경우,불가능,부산광역시 사하구 서포로 30번길 12,512650600,512650605,,29,29,3,1210,7,미설치,미설치,0,0,,,시 분,시 분,시 분,시 분,,,,없음
부산광역시,사하구,,구평동,A60481703,구평1차자유아파트,아파트,부산광역시 사하구 구평동 17 구평1차자유아파트,49396,부산광역시 사하구 을숙도대로709번길 31,분양,19990305,20090511,5,584,584,0,0,0,위탁관리,개별난방,계단식,자유건설,신평장림공단근로자 복지주택조함,(주)삼성T.M.S,6078138188,위탁관리,5,위탁관리,3,(주)부경공영,위탁관리,5,(주)부경공영,차량수거방식,위탁관리,(주)푸른환경시스템,3,분무식,철근콘크리트구조,1400,단일계약,상주선임,P형,부스타방식,위탁관리,2,0,0,0,15,0,590,144,446,103,무,정문,무,,,가능,부산시 사하구 을숙도대로 709번길 31,512660484,512622773,"관리사무소, 노인정, 보육시설, 문고, 어린이놀이터",20,20,3,590,0,미설치,설치,0,12,,,,0시 0분,,0시 0분,◆1◆|지하|벽부형충전기|AC단상 5핀|완속|12|파워큐브코리아|,0,12,없음
부산광역시,사하구,,구평동,A60473701,구평한신휴플러스,아파트,부산광역시 사하구 구평동 497 구평한신휴플러스,49396,부산광역시 사하구 을숙도대로709번길 22,분양,20130726,20131002,6,419,419,0,0,0,위탁관리,개별난방,계단식,한신공영(주),대한토지신탁(주),부경공영주식회사,6058165205,위탁관리,4,위탁관리,2,부경공영주식회사,위탁관리,4,,음식물쓰레기종량제,위탁관리,,3,분무식,철근콘크리트구조,2200,단일계약,상주선임,GR형,부스타방식,위탁관리,12,0,0,0,0,0,425,96,329,103,유,정문,유,여,,가능,부산광역시 사하구 을숙도대로 709번길 22,512668730,512668731,"관리사무소, 노인정, 보육시설, 문고, 어린이놀이터, 자전거보관소",22,22,3,515,10,미설치,설치,0,0,,,,0시 1분,,23시 59분,"◆1◆|지하|스탠드형충전기|AC단상 5핀|완속|2|(주)A.F.T|,◆2◆|지하|스탠드형충전기|직접입력|급속|1|PNE시스템즈|,◆3◆|지하|스탠드형충전기|AC단상 5핀|완속|1|(주)시그넷이브이|",0,4,없음
부산광역시,사하구,,구평동,A60473602,구평화신아파트,아파트,부산광역시 사하구 구평동 41-7 구평화신아파트,49396,부산광역시 사하구 사하로 47,분양,19930514,20090511,4,496,496,0,0,0,위탁관리,개별난방,계단식,(주)화신종합건설,(주)화신종합건설,(주)에이치엠우성,6058147662,위탁관리,4,위탁관리,6,(주)고태,위탁관리,5,(주)고태,음식물쓰레기종량제,위탁관리,부일환경,3,분무식,철근콘크리트구조,720,기타,위탁선임,P형,고가수조식,위탁관리,14,0,0,0,0,0,393,159,234,74,무,정문,무,,,가능,"부산광역시 사하구 사하로 47,(구평동)",512643802,512643801,"관리사무소, 노인정, 어린이놀이터",22,22,2,495,6,미설치,설치,0,8,,외부인허용,시 분,0시 0분,시 분,0시 0분,◆1◆|지하|벽부형충전기|DC콤보 7핀|완속|8|신세계아이앤씨|,0,8,없음
부산광역시,사하구,,구평동,A10027306,대림e편한세상사하1차아파트,아파트,부산광역시 사하구 구평동 517 대림e편한세상사하1차아파트,49459,부산광역시 사하구 서포로30번길 26,분양,20160909,20161124,10,1068,1068,0,0,0,위탁관리,개별난방,계단식,(주)대림산업,(주)복성산업개발,(주)삼성T.M.S,6078138188,위탁관리,9,위탁관리,6,(주)한특,위탁관리,13,(주) 삼성T.M.S,음식물쓰레기종량제,위탁관리,(주)고려그린,4,"분무식,독이식",철골철근콘크리트구조,3000,종합계약,상주선임,R형,부스타방식,위탁관리,28,0,0,0,28,0,1078,0,1078,254,유,정문,유,여,,가능,부산광역시 사하구 서포로30번길26 e편한세상사하아파트,512667188,512667189,"관리사무소, 노인정, 보육시설, 주민공동시설, 어린이놀이터, 휴게시설, 커뮤니티공간",29,29,3,1379,28,미설치,설치,0,22,,입주민전용,,24시 1분,,24시 1분,◆1◆|지하|벽부형충전기|AC단상 5핀|완속|28|파워큐브코리아|,0,28,있음
부산광역시,사하구,,구평동,A10024185,부산사하중흥S-클래스,아파트,부산광역시 사하구 구평동 513 부산사하중흥S-클래스,49459,부산광역시 사하구 서포로30번길 42,임대,20210705,20210819,6,665,0,665,665,0,위탁관리,개별난방,계단식,중봉건설,중봉건설,드림씨엔씨 유한회사,4108700469,위탁관리,7,위탁관리,4,드림씨엔씨,위탁관리,5,,음식물쓰레기종량제,관리방식미정,,2,분무식,철골철근콘크리트구조,3950,단일계약,상주선임,R형,부스타방식,위탁관리,16,0,0,0,0,6,714,4,710,321,유,후문,유,여,,가능,부산사하구 서포로 30번길 42 중흥 s-클래스,512665999,512666999,"관리사무소, 노인정, 보육시설, 문고, 주민공동시설, 어린이놀이터, 휴게시설, 유치원, 커뮤니티공간, 자전거보관소",29,29,4,830,20,미설치,설치,0,15,,입주민전용,,24시 0분,,24시 0분,◆1◆|지하|스탠드형충전기|DC콤보 7핀|완속|2|LS|,0,2,없음
부산광역시,사하구,,감천동,A60478203,감천백산아파트,아파트,부산광역시 사하구 감천동 682 감천백산아파트,49446,부산광역시 사하구 감천로 32,분양,19951219,20090511,1,224,224,0,0,0,위탁관리,개별난방,계단식,(주)백산종합건설,(주)백산종합건설,(주)하나티엠,6058124811,위탁관리,3,위탁관리,2,(주)신성,위탁관리,2,,음식물쓰레기종량제,위탁관리,,3,분무식,철근콘크리트구조,300,기타,위탁선임,P형,고가수조식,위탁관리,6,0,0,0,0,0,154,47,107,25,무,정문,무,,,가능,부산 사하구 감천로 32,519925166,512015166,"노인정, 어린이놀이터",20,20,1,159,1,미설치,설치,0,3,,입주민전용,,0시 0분,,23시 59분,◆1◆|지하|벽부형충전기|AC단상 5핀|완속|3|(주)에버온|,0,3,없음
부산광역시,사하구,,감천동,A60480001,감천영동힐타운아파트,아파트,부산광역시 사하구 감천동 12-108 감천영동힐타운아파트,49365,부산광역시 사하구 옥천로 87,분양,20030620,20090511,1,176,176,0,0,0,위탁관리,개별난방,혼합식,영동건설,감천시영아파트 재건축조합,(주)승학,3408100611,위탁관리,2,위탁관리,2,(주)태원서비스,위탁관리,2,,음식물쓰레기종량제,관리방식미정,,3,"분무식,기구부착식",철근콘크리트구조,600,단일계약,위탁선임,P형,고가수조식,위탁관리,3,0,0,0,0,0,157,15,142,16,무,정문,무,,,가능,부산시 사하구 옥천로 87,512910046,512910108,"관리사무소, 노인정",20,20,0,170,2,미설치,설치,0,2,,입주민전용,시 분,12시 12분,시 분,12시 12분,◆1◆|지하|벽부형충전기|AC3상 7핀|완속|2|플러그링크|,0,2,없음
부산광역시,사하구,,감천동,A10022107,감천오펠리움아파트,아파트,부산광역시 사하구 감천동 868- 감천오펠리움아파트,,,분양,20180718,20241021,4,145,145,0,0,0,자치관리,개별난방,계단식,신태양건설,신서건업, ,,자치관리,2,자치관리,,,자치관리,1,,음식물쓰레기종량제,자치관리,,3,분무식,철골철근콘크리트구조,750,단일계약,위탁선임,R형,부스타방식,위탁관리,0,0,4,1,0,0,136,6,130,65,유,정문,유,여,,가능,부산광역시 사하구 감천로105번길 53,512085505,,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",24,,2,150,3,미설치,설치,0,3,,입주민전용,시 분,24시 0분,시 분,24시 0분,◆1◆|지하|벽부형충전기|AC단상 5핀|완속|3|지에스차지비|,0,3,없음
부산광역시,사하구,,감천동,A60473106,감천유림1차아파트,아파트,부산광역시 사하구 감천동 808 감천유림1차아파트,49446,부산광역시 사하구 감천로 24,분양,19971114,20090511,3,477,477,0,0,0,위탁관리,개별난방,계단식,유림종합건설,은성사,(주)삼성T.M.S,6078138188,위탁관리,5,위탁관리,6,(주)대성공사,위탁관리,4,(주)대성공사,음식물쓰레기종량제,위탁관리,녹색환경,5,분무식,철근콘크리트구조,1300,단일계약,상주선임,P형,고가수조식,위탁관리,11,0,0,0,0,0,469,221,248,72,무,정문,무,,,가능,부산시 사하구 감천로 24,512941103,512933852,"관리사무소, 노인정, 어린이놀이터, 휴게시설",24,24,0,479,5,미설치,설치,0,10,,입주민전용,,0시 0분,,0시 0분,◆1◆|지하|벽부형충전기|AC단상 5핀|완속|10|파워큐브코리아|,0,10,없음
부산광역시,사하구,,감천동,A60473107,감천유림2차아파트,아파트,부산광역시 사하구 감천동 789 감천유림2차아파트,49446,부산광역시 사하구 사하로 80,분양,19990816,20090511,4,498,498,0,0,0,위탁관리,개별난방,계단식,유림종합건설(주),유림종합건설(주),(주)주우관리,6058113949,위탁관리,5,위탁관리,6,(주)장천,위탁관리,4,,음식물쓰레기종량제,위탁관리,,6,분무식,철근콘크리트구조,1700,단일계약,상주선임,P형,고가수조식,위탁관리,12,0,0,0,0,0,551,121,430,98,무,정문,무,,,가능,부산시 사하구 사하로 80 감천동  유림2차아파트 관리사무소,512910670,512942573,"관리사무소, 노인정, 주민공동시설, 어린이놀이터, 휴게시설",24,24,3,2,2,미설치,설치,0,0,입주민전용,입주민전용,,1시 0분,,23시 0분,◆1◆|지하|이동형충전기|AC단상 5핀|완속|33|파워큐브코리아|,0,33,없음
부산광역시,사하구,,감천동,A60473304,감천해태아파트,아파트,부산광역시 사하구 감천동 803-42 감천해태아파트,49446,부산광역시 사하구 사하로 74-6,분양,20001127,20090511,2,299,299,0,0,0,위탁관리,개별난방,계단식,해태제과(주)건설사업본부,해태제과(주)건설사업본부,(주)부경공영,6058146775,위탁관리,4,위탁관리,2,삼성보안공사,위탁관리,3,,음식물쓰레기종량제,위탁관리,,5,분무식,철근콘크리트구조,1400,단일계약,상주선임,P형,고가수조식,위탁관리,7,0,0,0,0,0,303,87,216,45,무,정문,무,,,가능,부산광역시 사하구 사하로 74-6(감천동),512920528,519920528,"관리사무소, 노인정, 어린이놀이터",23,23,0,331,0,미설치,미설치,0,0,외부인허용,외부인허용,,,,,,,,없음
부산광역시,사하구,,감천동,A60478201,감천현대아파트,아파트,부산광역시 사하구 감천동 682-1 감천현대아파트,49446,부산광역시 사하구 감천로 38,분양,19941029,20090511,1,200,200,0,0,0,위탁관리,개별난방,계단식,고려산업개발,(주)백산건설,(주)삼성T.M.S,6078138188,위탁관리,2,자치관리(직영),2,,자치관리(직영),2,,차량수거방식,위탁관리,,5,-,철근콘크리트구조,660,기타,위탁선임,P형,고가수조식,위탁관리,5,0,0,0,0,0,162,68,94,32,무,정문,무,,,가능,부산시 사하구 감천로 38,519924132,512924132,"관리사무소, 노인정, 어린이놀이터",20,20,1,154,1,설치,미설치,3,0,입주민전용,,0시 0분,시 분,23시 59분,시 분,◆1◆|지상|벽부형충전기|직접입력|완속|3|(주)에버온|,3,0,없음
부산광역시,사하구,,감천동,A60480405,남성한빛가든아파트,아파트,부산광역시 사하구 감천동 181-1 남성한빛가든아파트,49378,부산광역시 사하구 감천로 175,분양,19951020,20090511,2,307,307,0,0,0,위탁관리,개별난방,혼합식,남성건설,남성건설,(주)대산기업,6038110572,위탁관리,4,위탁관리,2,대산기업,위탁관리,3,대산기업,차량수거방식,위탁관리(직영+위탁),도시환경,4,분무식,철근콘크리트구조,1200,단일계약,위탁선임,P형,고가수조식,위탁관리,6,0,0,0,0,0,230,230,0,42,무,정문,무,,,가능,부산광역시 사하구 감천로 175,512012406,519912406,"관리사무소, 노인정, 어린이놀이터, 휴게시설, 자전거보관소",25,25,0,218,5,설치,미설치,5,0,입주민전용,,0시 0분,시 분,0시 0분,시 분,◆1◆|지상|벽부형충전기|AC단상 5핀|완속|5|엘지유플러스|,5,0,없음
부산광역시,사하구,,감천동,A60480608,부영벽산파라빌아파트,아파트,부산광역시 사하구 감천동 567 부영벽산파라빌아파트,49361,부산광역시 사하구 감천로21번길 35,분양,20021218,20090511,7,634,634,0,0,0,위탁관리,개별난방,계단식,"주, 벽산건설","주, 부영건설",(주)부경공영,6038134439,위탁관리,5,위탁관리,6,부경공영(주),위탁관리,6,듀델코리아,음식물쓰레기종량제,위탁관리,경남방역,3,분무식,철근콘크리트구조,1950,단일계약,상주선임,R형,부스타방식,위탁관리,17,0,0,0,0,0,638,460,178,171,무,정문,유,여,,가능,부산광역시 사하구 감천로 21번길 35,512948087,512948086,"관리사무소, 노인정, 보육시설, 주민공동시설, 어린이놀이터, 휴게시설",25,25,0,639,8,미설치,설치,0,5,,입주민전용,,0시 0분,,0시 0분,◆1◆|지하|벽부형충전기|AC단상 5핀|완속|5|직커네트-부경네티존|,0,5,없음
